target_word,subcategory,best_prompt,reference_best_human_cue,final_generated_cue,proxy_score,image_prompt
手機,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",耳機、充電線、網路,,0.0,"a realistic 手機, single main object, plain background, high clarity"
麵,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",由小麥製成的主食,一種由小麥製成的主食,0.991003131866455,"a realistic 麵, clear food or drink presentation, plain background, high clarity"
漢堡,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",西式餐點,一種肉質鮮嫩多汁的食物,0.8190345764160156,"a realistic 漢堡, clear food or drink presentation, plain background, high clarity"
湯圓,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",一種由糯米粉製成的食品,一種甜而不咸的小圓形食品,0.8181762039661407,"a realistic 湯圓, clear food or drink presentation, plain background, high clarity"
水餃,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","麵皮包著內餡,冷凍儲存",一種皮薄馅大的食物,0.7880692899227142,"a realistic 水餃, clear food or drink presentation, plain background, high clarity"
米,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",煮後變軟可食用,一種由稻穀磨碎後加水蒸煮而成的主食,0.7567857384681701,"a realistic 米, clear food or drink presentation, plain background, high clarity"
豆花,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",一種用黃豆製成的甜點,一種由大豆製成的冷飲，通常搭配冰糖和薄荷,0.741190755367279,"a realistic 豆花, clear food or drink presentation, plain background, high clarity"
豆腐,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",可煎、炸、燉、炒,一種由黄豆製成的塊狀食品,0.7296882390975952,"a realistic 豆腐, clear food or drink presentation, plain background, high clarity"
雞排,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",吃起來香脆多汁,一種外觀呈片狀、金黃色的食品,0.6909828305244445,"a realistic 雞排, clear food or drink presentation, plain background, high clarity"
牛肉麵,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",台灣特色小吃,一種紅色、長條形、略帶彈性的主食,0.6845373392105103,"a realistic 牛肉麵, clear food or drink presentation, plain background, high clarity"
吐司,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",拉肚子的時候會吃的,一種薄脆的面包片，通常搭配奶油或果酱食用,0.6618627548217773,"a realistic 吐司, clear food or drink presentation, plain background, high clarity"
地瓜球,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","用紙袋裝,用竹籤戳著吃",一種圓形的小球狀食品,0.6590054631233215,"a realistic 地瓜球, clear food or drink presentation, plain background, high clarity"
蛋餅,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",有人會加醬油、胡椒鹽,一種薄而脆的餅乾，通常搭配咸味或甜味的,0.654544997215271,"a realistic 蛋餅, clear food or drink presentation, plain background, high clarity"
蛋糕,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",作為點心、非正餐,一種由面粉和糖製作的甜品,0.5924661606550217,"a realistic 蛋糕, clear food or drink presentation, plain background, high clarity"
飯糰,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",常作為早餐食用,一種由大米製成的主食,0.5438234210014343,"a realistic 飯糰, clear food or drink presentation, plain background, high clarity"
火鍋,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",冬天或聚會時特別受歡迎,一種熱辣美味的鍋物,0.4342898309230804,"a realistic 火鍋, clear food or drink presentation, plain background, high clarity"
冰淇淋,食物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標食物詞彙，並生成具體、容易理解、貼近生活的提示句，幫助患者成功說出答案。

目標是讓高齡失語症患者透過熟悉的飲食經驗聯想到該食物名稱。

原則：
1. 提示句需具體、生活化、貼近日常飲食經驗。
2. 避免抽象或過於廣泛的描述。
3. 每句應盡量指向該食物的專屬特徵。

提示特徵資料集（食物專用）：
●味道與口感：甜、鹹、酥、軟、冰、熱
●外觀特徵：片狀、圓形、白色、金黃色
●用餐情境：早餐、點心、肚子不舒服時吃
●料理與食用方式：烤、煎、塗果醬、配牛奶
●熟悉人物或生活場景：早餐店、家裡餐桌、媽媽準備

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體且容易理解。
●避免太廣泛，盡量指向單一食物。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",吃起來冰涼黏稠,,0.0,"a realistic 冰淇淋, clear food or drink presentation, plain background, high clarity"
湯匙,餐具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","嬰兒用的特別小,邊緣圓滑,方便餵食",使用時輕拿輕放，保持平穩,0.5672020435333252,"a realistic 湯匙, single clear subject, plain background, high clarity"
叉子,餐具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",兒童款的XX會比較圓潤,,0.0,"a realistic 叉子, single clear subject, plain background, high clarity"
碗,餐具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",可以是陶瓷、不鏽鋼、塑膠或木頭材質製成的,,0.0,"a realistic 碗, single clear subject, plain background, high clarity"
